0,1,2,3,4,5
-79.58984375,31.73828125,-364.74609375,-158.203125,-24.90234375,0
-59.5703125,-8.7890625,-363.28125,-149.4140625,-147.4609375,0
-68.359375,-54.6875,-360.3515625,-10.25390625,116.2109375,0
-51.7578125,45.41015625,-230.46875,12.20703125,55.6640625,0
-42.48046875,77.63671875,-257.32421875,-92.28515625,-224.12109375,0
-34.66796875,18.06640625,-380.859375,-142.08984375,-306.15234375,0
-3.41796875,25.390625,-463.37890625,-6.8359375,73.73046875,0
-38.57421875,15.13671875,-388.18359375,6.8359375,318.359375,0
-79.1015625,-24.4140625,-288.0859375,-147.94921875,-135.7421875,0
-47.8515625,-41.50390625,-368.1640625,-171.875,-212.40234375,0
2.44140625,-4.8828125,-352.05078125,-24.90234375,-56.640625,0
0.0,-33.69140625,-326.171875,17.08984375,-116.69921875,0
-16.6015625,-30.76171875,-356.4453125,-25.87890625,-61.5234375,0
-60.05859375,-26.3671875,-409.1796875,-177.24609375,-59.5703125,0
-69.82421875,-74.70703125,-455.56640625,-98.6328125,213.8671875,0
-54.6875,-34.1796875,-305.17578125,23.92578125,283.69140625,0
-32.71484375,-28.80859375,-287.59765625,-29.296875,-70.3125,0
-51.26953125,-30.2734375,-458.984375,-135.7421875,-166.015625,0
-77.63671875,55.17578125,-421.38671875,-119.62890625,-204.1015625,0
-18.5546875,133.30078125,-338.37890625,20.5078125,-207.03125,0
3.41796875,83.49609375,-356.4453125,57.6171875,-142.08984375,0
-3.41796875,36.62109375,-350.09765625,-48.828125,-135.25390625,0
16.11328125,50.29296875,-346.19140625,-131.8359375,-250.9765625,0
27.83203125,59.5703125,-367.1875,-22.94921875,-68.359375,0
13.671875,86.42578125,-324.21875,42.48046875,59.5703125,0
0.9765625,132.32421875,-346.19140625,-9.27734375,121.58203125,0
-21.484375,146.97265625,-215.8203125,-149.4140625,355.95703125,0
-92.28515625,117.1875,343.26171875,-177.734375,194.3359375,0
-132.8125,52.734375,693.359375,-98.14453125,-112.79296875,0
-119.140625,118.65234375,719.23828125,-97.16796875,76.66015625,0
-109.86328125,193.359375,820.3125,-259.27734375,-42.96875,0
-144.53125,124.0234375,894.04296875,-229.98046875,-367.1875,0
-198.2421875,265.13671875,922.36328125,-101.07421875,-202.1484375,0
-148.92578125,250.9765625,924.31640625,-102.05078125,-10.25390625,0
-161.62109375,99.12109375,933.10546875,-246.58203125,-125.9765625,0
-180.17578125,176.26953125,939.453125,-304.6875,-273.92578125,0
-143.06640625,201.171875,936.03515625,-144.04296875,-15.625,0
-136.23046875,213.8671875,934.5703125,-104.98046875,283.203125,0
-223.14453125,191.89453125,935.05859375,-341.796875,-19.53125,0
-220.21484375,209.47265625,933.10546875,-390.13671875,-334.47265625,0
-167.96875,167.48046875,928.7109375,-180.6640625,-116.2109375,0
-237.79296875,87.890625,925.78125,-137.6953125,133.30078125,0
-186.5234375,226.5625,926.7578125,-202.1484375,-113.28125,0
-197.265625,194.82421875,910.64453125,-391.11328125,-360.83984375,0
-247.0703125,128.41796875,860.83984375,-348.6328125,-249.51171875,0
-165.0390625,289.55078125,858.88671875,-77.1484375,-120.60546875,0
-146.97265625,366.69921875,843.26171875,-65.91796875,-161.62109375,0
-231.93359375,311.5234375,794.921875,-317.3828125,-294.921875,0
-234.86328125,446.2890625,756.8359375,-318.359375,-51.7578125,0
-116.2109375,576.66015625,743.65234375,-109.375,229.4921875,0
8.30078125,529.78515625,739.2578125,-8.7890625,33.203125,0
-38.57421875,402.83203125,679.6875,-181.640625,-154.78515625,0
-147.94921875,316.40625,539.55078125,-300.78125,-44.921875,0
-87.40234375,341.796875,538.0859375,-153.3203125,81.0546875,0
-48.828125,313.4765625,366.2109375,-140.13671875,-3.90625,0
-96.6796875,265.625,16.11328125,-283.69140625,-132.32421875,0
-71.77734375,255.37109375,-188.4765625,-287.59765625,-208.0078125,0
-16.6015625,277.34375,-287.59765625,-103.02734375,-162.109375,0
-9.27734375,256.8359375,-397.4609375,-56.640625,-194.82421875,0
-42.48046875,247.55859375,-516.11328125,-102.5390625,-90.8203125,0
-54.19921875,199.70703125,-585.44921875,-170.8984375,-39.0625,0
57.12890625,239.2578125,-508.30078125,-77.63671875,-142.578125,0
124.51171875,285.15625,-495.60546875,63.4765625,-178.22265625,0
-64.453125,80.56640625,-692.3828125,-69.82421875,-83.984375,0
-207.03125,-38.57421875,-756.8359375,-240.234375,-105.95703125,0
-96.6796875,20.5078125,-701.66015625,-226.07421875,-282.71484375,0
38.57421875,67.87109375,-716.796875,-99.12109375,-237.3046875,0
68.359375,-30.2734375,-800.78125,-10.7421875,24.4140625,0
42.48046875,-119.140625,-781.25,-53.22265625,116.69921875,0
29.78515625,-89.35546875,-708.0078125,-94.7265625,-156.73828125,0
94.23828125,-140.625,-796.875,-18.06640625,-182.12890625,0
192.87109375,-118.65234375,-834.47265625,72.75390625,163.0859375,0
197.265625,-124.51171875,-788.57421875,25.390625,311.03515625,0
122.0703125,-258.30078125,-776.3671875,-24.90234375,12.20703125,0
174.31640625,-245.1171875,-798.828125,128.90625,-105.46875,0
204.58984375,-212.40234375,-831.0546875,187.01171875,104.00390625,0
79.1015625,-203.125,-853.02734375,14.16015625,246.58203125,0
-37.59765625,-145.01953125,-769.04296875,-126.46484375,-187.01171875,0
71.77734375,-232.421875,-761.23046875,7.32421875,-206.54296875,0
118.65234375,-318.359375,-799.8046875,98.6328125,-39.55078125,0
76.171875,-283.69140625,-787.59765625,73.2421875,-136.23046875,0
31.25,-263.18359375,-775.390625,-10.7421875,-222.65625,0
69.82421875,-226.5625,-790.0390625,-57.12890625,-167.96875,0
180.6640625,-102.05078125,-792.48046875,53.22265625,49.31640625,0
183.10546875,-104.4921875,-770.5078125,118.1640625,114.2578125,0
125.48828125,-191.40625,-726.5625,76.66015625,-86.42578125,0
188.4765625,-226.5625,-776.3671875,115.234375,-205.078125,0
211.9140625,-335.9375,-769.04296875,71.2890625,118.1640625,0
152.34375,-310.546875,-674.31640625,7.32421875,78.125,0
37.109375,-207.03125,-767.578125,29.78515625,-187.01171875,0
-52.734375,-182.12890625,-788.57421875,-91.796875,-125.0,0
64.453125,-63.4765625,-781.25,-68.359375,-70.3125,0
161.1328125,27.83203125,-776.3671875,55.6640625,-103.515625,0
98.6328125,-144.53125,-779.296875,16.6015625,-105.95703125,0
16.11328125,-215.8203125,-741.2109375,-8.30078125,-139.6484375,0
67.87109375,-113.76953125,-709.47265625,35.15625,-154.296875,0
40.52734375,-117.67578125,-762.6953125,65.91796875,-121.58203125,0
-54.19921875,-115.234375,-760.7421875,14.16015625,-143.06640625,0
-129.8828125,-99.12109375,-773.92578125,-84.9609375,28.80859375,0
-57.12890625,-75.68359375,-764.16015625,-94.23828125,397.94921875,0
83.984375,-83.49609375,-687.98828125,4.39453125,174.31640625,0
109.86328125,-151.85546875,-677.24609375,110.83984375,-195.3125,0
39.55078125,-163.57421875,-718.75,96.6796875,-187.5,0
30.2734375,-199.70703125,-728.02734375,66.40625,-191.40625,0
20.99609375,-239.2578125,-734.86328125,-56.640625,-148.4375,0
-17.578125,-245.1171875,-746.09375,-91.796875,-37.59765625,0
28.80859375,-342.28515625,-720.21484375,-24.90234375,-47.8515625,0
-43.45703125,-433.59375,-735.3515625,-130.37109375,-162.109375,0
6.34765625,-422.36328125,-748.53515625,-119.62890625,-184.08203125,0
35.64453125,-438.96484375,-763.18359375,-90.8203125,-135.25390625,0
-63.96484375,-411.1328125,-749.0234375,-59.5703125,273.4375,0
-182.6171875,-275.390625,-648.4375,-85.44921875,172.8515625,0
-42.96875,-92.7734375,-591.796875,-88.37890625,-331.0546875,0
129.8828125,-58.10546875,-630.37109375,44.43359375,-182.12890625,0
52.24609375,-228.515625,-634.27734375,87.890625,-46.38671875,0
-79.1015625,-286.62109375,-615.72265625,-4.8828125,-143.5546875,0
-93.26171875,-253.41796875,-658.69140625,-8.30078125,-188.4765625,0
28.3203125,-236.81640625,-642.08984375,76.171875,-111.81640625,0
57.12890625,-225.5859375,-647.94921875,62.5,-121.09375,0
-151.85546875,-218.26171875,-698.73046875,-97.16796875,-199.21875,0
-231.93359375,-127.44140625,-642.08984375,-219.23828125,-273.92578125,0
24.4140625,-197.75390625,-649.4140625,-49.8046875,57.12890625,0
123.046875,-287.109375,-594.23828125,114.2578125,459.47265625,0
42.48046875,-202.63671875,-518.06640625,110.3515625,26.85546875,0
-107.421875,-205.078125,-647.94921875,-15.13671875,-293.45703125,0
-63.96484375,-164.0625,-649.4140625,-35.15625,-82.51953125,0
-1.46484375,-77.1484375,-597.65625,-12.20703125,-130.37109375,0
-85.9375,-59.5703125,-631.34765625,-24.90234375,-265.13671875,0
-124.0234375,-2.9296875,-610.3515625,39.0625,-262.20703125,0
4.8828125,58.59375,-572.265625,35.15625,-244.62890625,0
72.75390625,6.8359375,-606.93359375,-4.39453125,-221.6796875,0
-6.34765625,-58.10546875,-623.53515625,17.08984375,-208.49609375,0
-145.99609375,-84.47265625,-660.64453125,-28.3203125,-55.6640625,0
-191.40625,-71.77734375,-622.55859375,-139.6484375,237.79296875,0
-91.796875,20.99609375,-511.71875,-106.4453125,105.95703125,0
-91.796875,23.4375,-557.6171875,-50.29296875,-129.8828125,0
-126.953125,-44.921875,-614.74609375,-49.31640625,9.765625,0
-102.05078125,-70.80078125,-592.7734375,-29.78515625,48.33984375,0
14.16015625,-11.23046875,-533.203125,52.24609375,68.359375,0
29.78515625,66.40625,-544.921875,99.12109375,50.29296875,0
-48.33984375,27.83203125,-600.5859375,54.6875,48.828125,0
-146.484375,74.21875,-574.70703125,-6.34765625,-0.48828125,0
-76.171875,156.73828125,-504.8828125,-3.90625,-181.640625,0
-18.5546875,111.81640625,-512.6953125,-43.9453125,-180.17578125,0
-94.23828125,54.19921875,-564.94140625,-75.1953125,123.046875,0
-204.58984375,85.44921875,-541.50390625,-49.31640625,351.5625,0
-131.8359375,119.62890625,-444.82421875,23.4375,-45.8984375,0
21.484375,65.4296875,-508.7890625,94.7265625,-199.21875,0
49.31640625,55.6640625,-517.08984375,107.91015625,-51.26953125,0
-79.58984375,81.0546875,-493.1640625,-30.2734375,-172.36328125,0
-144.04296875,75.1953125,-545.8984375,-92.7734375,-366.2109375,0
0.9765625,63.96484375,-598.6328125,2.44140625,-293.9453125,0
-54.19921875,46.38671875,-663.57421875,-95.703125,-148.4375,0
-177.24609375,42.96875,-631.34765625,-133.7890625,-167.48046875,0
-158.69140625,21.484375,-550.78125,44.43359375,-274.90234375,0
-17.08984375,-21.97265625,-610.83984375,77.63671875,-194.3359375,0
3.90625,-38.0859375,-643.06640625,-18.06640625,70.3125,0
-86.9140625,1.953125,-552.734375,-10.7421875,-3.90625,0
-183.59375,49.31640625,-540.52734375,-39.0625,-268.06640625,0
-163.0859375,106.4453125,-632.32421875,-61.5234375,-168.9453125,0
-7.32421875,49.31640625,-578.61328125,34.66796875,113.28125,0
15.13671875,-3.90625,-457.51953125,90.8203125,-2.44140625,0
